            5   0.824826E-04   0.117242E-03   0.180057E-03   0.539428E-03   0.452454E-02   0.625423E-02   0.658501E-02   0.107412E-01
           10   0.659503E-04   0.929981E-04   0.162312E-03   0.557590E-03   0.171512E-02   0.223617E-02   0.381549E-02   0.122136E-01
           15   0.800834E-04   0.113486E-03   0.164801E-03   0.534861E-03   0.538099E-02   0.745292E-02   0.707265E-02   0.782984E-02
           20   0.828441E-04   0.116156E-03   0.163493E-03   0.496864E-03   0.717267E-02   0.993805E-02   0.909083E-02   0.753833E-02
           25   0.823799E-04   0.114762E-03   0.161392E-03   0.506762E-03   0.598172E-02   0.824803E-02   0.843202E-02   0.646599E-02
           30   0.885313E-04   0.123095E-03   0.160234E-03   0.495002E-03   0.400178E-02   0.541593E-02   0.604037E-02   0.734417E-02
           35   0.100616E-03   0.139236E-03   0.166882E-03   0.464488E-03   0.442748E-02   0.619837E-02   0.641219E-02   0.551769E-02
           40   0.114170E-03   0.157755E-03   0.174776E-03   0.434407E-03   0.402031E-02   0.560075E-02   0.607822E-02   0.508495E-02
           45   0.121597E-03   0.168305E-03   0.180684E-03   0.426197E-03   0.349471E-02   0.488947E-02   0.581848E-02   0.467372E-02
           50   0.128941E-03   0.178567E-03   0.193935E-03   0.404875E-03   0.338635E-02   0.476655E-02   0.557156E-02   0.437037E-02
           55   0.135378E-03   0.187643E-03   0.215085E-03   0.377340E-03   0.350479E-02   0.469940E-02   0.513000E-02   0.396096E-02
           60   0.137904E-03   0.191137E-03   0.235649E-03   0.353773E-03   0.380708E-02   0.505602E-02   0.541796E-02   0.368541E-02
           65   0.139747E-03   0.193483E-03   0.254922E-03   0.343830E-03   0.296302E-02   0.386829E-02   0.542449E-02   0.344541E-02
           70   0.141745E-03   0.195772E-03   0.271111E-03   0.327301E-03   0.272142E-02   0.358305E-02   0.500494E-02   0.387286E-02
           75   0.141595E-03   0.195758E-03   0.284410E-03   0.311457E-03   0.250973E-02   0.328095E-02   0.528027E-02   0.336906E-02
           80   0.140183E-03   0.193554E-03   0.296261E-03   0.295157E-03   0.219523E-02   0.306901E-02   0.467135E-02   0.339785E-02
           85   0.139234E-03   0.191610E-03   0.306788E-03   0.279151E-03   0.204684E-02   0.284921E-02   0.469716E-02   0.306750E-02
           90   0.138149E-03   0.190637E-03   0.315995E-03   0.259886E-03   0.193166E-02   0.270150E-02   0.519311E-02   0.239912E-02
           95   0.134928E-03   0.187162E-03   0.324970E-03   0.243466E-03   0.214779E-02   0.253967E-02   0.548905E-02   0.220904E-02
          100   0.130727E-03   0.179858E-03   0.332608E-03   0.235662E-03   0.207137E-02   0.237446E-02   0.556013E-02   0.243891E-02
          105   0.127940E-03   0.175345E-03   0.337098E-03   0.228608E-03   0.163066E-02   0.221444E-02   0.544639E-02   0.301034E-02
          110   0.125205E-03   0.169927E-03   0.339105E-03   0.219381E-03   0.150361E-02   0.206523E-02   0.522521E-02   0.304669E-02
          115   0.123058E-03   0.165339E-03   0.340678E-03   0.211020E-03   0.140948E-02   0.193045E-02   0.497783E-02   0.295084E-02
          120   0.120864E-03   0.162103E-03   0.340067E-03   0.203599E-03   0.132517E-02   0.181193E-02   0.476155E-02   0.287328E-02
          125   0.118198E-03   0.158025E-03   0.338065E-03   0.196829E-03   0.162684E-02   0.170934E-02   0.459565E-02   0.238873E-02
          130   0.116859E-03   0.154585E-03   0.335085E-03   0.190611E-03   0.193263E-02   0.192003E-02   0.446352E-02   0.184981E-02
          135   0.116070E-03   0.151611E-03   0.331962E-03   0.187061E-03   0.199413E-02   0.200841E-02   0.432790E-02   0.218376E-02
          140   0.115477E-03   0.148362E-03   0.327839E-03   0.187383E-03   0.182851E-02   0.177911E-02   0.415306E-02   0.257596E-02
          145   0.114838E-03   0.146157E-03   0.323029E-03   0.187146E-03   0.159363E-02   0.145140E-02   0.392384E-02   0.261320E-02
          150   0.114412E-03   0.144595E-03   0.316865E-03   0.187463E-03   0.146366E-02   0.138872E-02   0.365407E-02   0.248446E-02
          155   0.113915E-03   0.143486E-03   0.310060E-03   0.187754E-03   0.151546E-02   0.148076E-02   0.337986E-02   0.259714E-02
          160   0.113112E-03   0.142516E-03   0.302265E-03   0.188303E-03   0.169515E-02   0.162609E-02   0.335203E-02   0.243092E-02
          165   0.112378E-03   0.141302E-03   0.294567E-03   0.189926E-03   0.187289E-02   0.184953E-02   0.336587E-02   0.213059E-02
          170   0.111575E-03   0.140280E-03   0.287669E-03   0.193142E-03   0.193783E-02   0.194654E-02   0.327142E-02   0.222271E-02
          175   0.110818E-03   0.138733E-03   0.280598E-03   0.197084E-03   0.186632E-02   0.185222E-02   0.311860E-02   0.248141E-02
